id	wplayerid	bplayerid	wusername	busername	wtitle	btitle	wcountry	bcountry	wrating	brating	wratingk	bratingk	wtype	btype	event	site	timecontrol	postal	startts	endts	result	termination	plycount	mode	rated	corrupt	movelist	events
49	232	236	matjaz	spela			SI	SI	1412	1571	173	190	h	h	Casual game	Over the Net	1/1/100/1/0	0	1040162428	1040163633	b	g	17	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 ha7 hh7 db7 cc7 cf7 md8 dg8 rd7 rg7 ra8 rb8 rc8 re8 rf8 rh8\n2w Md2n Md3n Ee2n Ee3n\n2b ee7s rd7s md8s re8s\n3w Md4w Ee4w Mc4n Ed4n\n3b db7s rb8s ha7s ra8s\n4w Ed5s rd6s Mc5w rd5w\n4b ee6w ed6s md7s cc7s\n5w rc5s Mb5e rc4s rc3x Ed4w\n5b re7s re6s cf7w ce7s\n6w Mc5w Mb5s db6s Ec4n\n6b ha6e db5w da5n rc8s\n7w Dg2n Rf2n Rf3n Rf4e\n7b rf8s hh7s hh6w rf7s\n8w Cf1n Hh2n Hh3n Hh4n\n8b rh8s rh7s dg8e dh8s\n9w Hh5w Hg5w Rg4n Dg3n\n9b rh6s dh7s rh5s dh6s\n10w Cf2e rh4s Dg4e Cg2e\n10b dh5n re5s ed5s md6s\n11w rh3w Ch2n rg3w rf3x Ch3w\n11b re4s ed4s ce6w rf6w\n12w Hf5s Cg3w Cf3e re3e rf3x\n12b Rg5s hg6s dh6s rg7s\n13w Db2n md5s Ec5e Hf4n\n13b cc6s hb6s cc5s rc7s\n14w cd6n rc6x Ed5n re6e Ed6e\n14b cd7s rb7s rb6e da6e\n15w Ee6n Ee7e hb5e Mb4n\n15b rf6w cd6s re6s re5s\n16w Ef7e rg6w rf6x Eg7s Hf5w\n16b re4s re3s re2e rf2s\n17w	NULL
50	237	48	Guest237	illz			US	US	1500	1478	-1	-1	h	h	Casual game	Over the Net	0/0/0/0/0	1	1040173178	1040173697	b	g	8	IGS	0	0	1w Ee2 Cf2 Ha1 Ha2 Dh2 Dh1 Md1 Cc2 Rb1 Rc1 Re1 Rf1 Rg1 Rb2 Rd2 Rg2\n1b ee7 ha7 cc7 dh8 hg7 mf7 cb7 dd8 rd7 rh7 ra8 rb8 rc8 re8 rf8 rg8\n2w Ee2n Ee3e Ef3n Ef4w\n2b rh7s rh6s hg7s hg6s\n3w Dh2n Dh3n rh5n Dh4n\n3b hg5n Dh5w Dg5w hg6s\n4w Ee4e Ef4e hg5n Eg4n\n4b hg6w hf6e Df5n Df6x rh6s\n5w hg6w Eg5n Eg6n Rd2n\n5b hf6s hf5e rh5s ee7s\n6w mf7s Eg7w Ef7w Rd3w\n6b rh4s rh3s hg5s hg4s\n7w rh2n Dh1n rh3n Dh2n\n7b hg3n Dh3w Dg3w hg4s\n8w rd7s Ee7w rd6w Ed7s\n8b rh4s rh3s rh2s\n9w	NULL
51	232	231	matjaz	qsasha			SI	SI	1365	1488	164	182	h	h	Casual game	Over the Net	1/1/100/1/0	0	1040234283	1040235924	b	g	19	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b md7 ha7 hh7 ee7 dg8 ce8 cd8 db8 rb7 rc7 rf7 rg7 ra8 rc8 rf8 rh8\n2w Md2n Ee2n Rc2n Rf2n\n2b ee7s ee6s md7s md6s\n3w Cf1n Cc1n Ee3n Ee4w\n3b rb7s rc7s rc8s rg7s\n4w Ha2n Ha3n Hh2n Hh3n\n4b rf7s rf8s ha7s hh7s\n5w Db2n Dg2n Ra1n Ra2n\n5b cd8s cd7s ee5e ef5s\n6w Re1n Re2n Ed4w Ec4n\n6b ef4e md5e db8s ra8s\n7w Ec5e cd6e Ed5n Rh1n\n7b eg4n Hh4w eg5w Hg4n\n8w Rg1e Rh2n Rh1n Ed6n\n8b ef5s Hg5w rg6s ce8s\n9w rc7n Ed7w Rc3n Rc4n\n9b rf6e Hf5n Hf6x ef4n me5w\n10w db7n Ec7w rb6s rc6x Eb7s\n10b Rc5s md5w rc8s ce6w\n11w rb5s Eb6s mc5e Eb5e\n11b ha6e hh6s hh5s hh4w\n12w Db3s rb4s rb3e rc3x Db2n\n12b hg4w Dg3n hf4w Dg4w\n13w Df4e Dg4e Dh4n Md3n\n13b rg5s ef5e eg5w Dh5w\n14w md5e Ec5e cd6w Ed5n\n14b ef5s Dg5w Df5n Df6x me5e\n15w Ed6e Rc4n Md4w Rc5e\n15b cc6e hb6e Re3w he4s\n16w Rh3w cd6n Ee6w Mc4n\n16b db8s db7s mf5w dg8w\n17w Ha4n Ha5n ra7e Ha6n\n17b he3s Rf3w Cf2s he2e\n18w Cc2e Cd2e Rh2w Rd1e\n18b rg4e rh4s rh3s rh2s\n19w	NULL
52	215	214	keita	YunK			JP	JP	1595	1383	190	181	h	h	Casual game	Over the Net	3/3/100/3/0	0	1040296328	1040302237	w	r	27	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b cd7 ce7 ef7 mc7 hb7 da7 hg7 dh7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Ee2n Md2n Ha2n Hh2n\n2b hg7s ef7s ef6s ce7s\n3w Dg2n Db2n Ra1n Hh3n\n3b rf8s hb7s cd7s mc7s\n4w Ee3n Ee4e Re1n Re2n\n4b dh7s mc6s rc8s da7s\n5w Hh4n Rh1n Rh2n Ha3n\n5b mc5w hb6e hc6s mb5s\n6w Ra2n Ha4n Ra3n\n6b Ra4s mb4w hc5w hb5s\n7w Md3n Md4w Rd1n Rd2n\n7b hb4n ef5w ee5w ed5s\n8w Ef4w Ee4n Ee5w Ed5w\n8b hg6s ma4e Db3s mb4s\n9w Db2w Ra3n Rh3n Da2e\n9b Rd3s ed4s ce6s\n10w dh6n Hh5n Rh4n Hh6w\n10b ed3n ed4e mb3n ee4e\n11w Hg6n rf7s rf6x Hg7w Hf7w\n11b ce5n ef4n Rh5n hg5e\n12w Ec5e Ed5e ce6e Ee5n\n12b hh5w Rh6s rg8s dh7s\n13w da6n Ha5n Ha6e Db2n\n13b hb5w mb4n Hb6e Hc6x mb5n\n14w cd6s Ee6w cd5s Ed6s\n14b rg7s hg5s rg6s cf6w\n15w He7e Hf7e Hg7e Ed5e\n15b ef5n ef6e Rh5s dh6s\n16w Ee5e Ef5s Ef4n hg4w\n16b rg5s eg6s dh5n Rh4n\n17w hf4s hf3x Ef5s Ef4n rg4w\n17b eg5s Dg3e eg4s re8e\n18w Ef5w ce6e cf6x Ee5n Rg1n\n18b rf4e rg4e eg3n Dh3w\n19w Rf1e Rg1e dh6w Hh7s\n19b rf8e rd8e mb6e mc6e\n20w dg6w df6x Hh6w Rh5n Rh6n\n20b eg4n Hg6w eg5n rc7e\n21w Hf6s md6w mc6x Ee6w Ed6e\n21b rd7e re8e rb8s rb7s\n22w Mc4w cd4w cc4s cc3x Mb4e\n22b eg6s eg5s Dg3w eg4s\n23w Rc1e Rd1e Re1e Rf1e\n23b eg3n eg4n eg5n da7e\n24w Mc4n Mc5w rb6e rc6x Mb5n\n24b ra8e rb8e rc8e rd8e\n25w Rd2n Rd3n Rd4n Rd5n\n25b re7w eg6n eg7w ef7w\n26w Mb6s db7s db6e dc6x Mb5n\n26b rd7w ee7w Rd6s ed7s\n27w Rh7w Rg7w Rf7w Re7w\n27b	NULL
53	231	232	qsasha	matjaz			SI	SI	1534	1314	173	156	h	h	Casual game	Over the Net	1/1/100/1/0	0	1040308153	1040310128	w	t	21	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Dg1 Ce1 Cd1 Db1 Ra1 Rc1 Rf1 Rh1 Rb2 Rc2 Rf2 Rg2\n1b ee7 md7 ha7 hh7 db7 dg7 cc7 cf7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Md2n Md3n Ee2n Ee3n\n2b ee7s cf7s dg7s rf8s\n3w Hh2n Hh3n Ha2n Ha3n\n3b ee6w ed6w ec6w eb6s\n4w Rb2n Db1n Rg2n Cd1n\n4b eb5w db7s db6s md7s\n5w Hh4n Hh5w Hg5s dg6s\n5b hh7s hh6s dg5n hh5s\n6w Hg4n Hg5w dg6s Dg1n\n6b ea5n Ha4n cf6w rh8s\n7w Hf5s dg5w Hf4e df5s\n7b hh4s Rg3w hh3w rg8s\n8w Rh1n Rh2n Ce1n Ce2n\n8b ea6e Ha5n eb6e Ha6e\n9w Ee4n Ee5w Ed5w md6s\n9b ec6e md5e me5s rb8s\n10w db5s Hb6s db4e Hb5s\n10b Ce3s me4s me3w rb7s\n11w Ra1n Ra2n Ra3n Hb4n\n11b ha7s ha6s Ra4e ha5s\n12w rb6e Hb5n Rb4n\n12b ha4e hb4w Rb5s ra8s\n13w Hb6n Rb4n Rb5n Ec5w\n13b rc8w rd8w rb8w rc8w\n14w cc7e Hb7e Rb6n Dg2e\n14b rc6w ed6w Hc7n ec6n\n15w Eb5e Rh3n Rh4n Rh5n\n15b rb6s ra7s ra6s\n16w Hg4n Hg5n rg7n Hg6n\n16b ce6e cf6e ha4e ra5s\n17w Rc1w Rb1w rb5n Ec5w\n17b Rb3e hb4s ra4s ra3s\n18w Rf1w Re1w Rd1w Rc1w\n18b Cd2s md3s Rc2s Rc3x md2w\n19w Md4n Md5e Me5e Mf5e\n19b mc2n Rc1n mc3e Rc2n Rc3x\n20w Mg5s cg6s rf7s rf6x Hg7w\n20b rg8s re8e cd7e\n21w rg7s Hf7e cg5w Mg4n\n21b md3n md4n md5e me5n\n22w	NULL
54	232	231	matjaz	qsasha			SI	SI	1286	1570	148	164	h	h	Casual game	Over the Net	1/1/100/1/0	0	1040310401	1040311888	w	t	21	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Cc1 Db1 Dg1 Cf1 Ra1 Rd1 Re1 Rh1 Rb2 Rc2 Rf2 Rg2\n1b ha7 hh7 dg8 cf8 cc8 db8 me7 ed7 rb7 rc7 rf7 rg7 ra8 rd8 re8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b me7s me6s ed7s ed6s\n3w me5e Ee4n mf5s Ee5e\n3b ed5w Md4n Md5n ec5e\n4w mf4s mf3x Ef5s Ef4n Rg2n\n4b Md6w Mc6x ed5n ha7s ha6s\n5w Ef5e Eg5n Eg6s rg7s\n5b ed6s ed5s ed4s ed3s\n6w Rf2w Rb2n Rb3e Rc3e\n6b ha5e hb5s hb4s hb3s\n7w Ha2n Ha3e Eg5s rg6s\n7b Rd3n ed2n Rd4n ed3n\n8w Hb3n Hb4n Hb5n Rc2e\n8b ed4w ec4n hb2e Db1n\n9w Hb6w Eg4w rg5s Rd2n\n9b ec5n Rd5w ec6w Rc5n Rc6x\n10w Ef4s rg4w Ef3w rf4s rf3x\n10b eb6e Ha6e ec6s Hb6e Hc6x\n11w Ee3n Ee4w Ed4w Ec4s\n11b ec5s hh7s hh6s hh5w\n12w Hh2n Hh3n Hh4n Hh5n\n12b ec4e ed4e Rd3n Ec3x hg5s\n13w Cf1n Rd1n Rd2n Rd4w\n13b ee4n ee5e ef5e eg5n\n14w Re2n Re3n Re4n Re5n\n14b eg6w ef6e Re6e Rf6x ra8s\n15w Ra1n Ra2n Ra3n Ra4n\n15b eg6w Hh6w ef6w Hg6w Hf6x\n16w Cf2w Ce2n Ce3n Ce4w\n16b Rg3w Rf3x hg4s ee6w ed6s\n17w Re1n Re2n Dg1w Df1n\n17b ed5w Cd4n Cd5n ec5e\n18w Ra5e Rb5n Rc4n Rh1n\n18b hc2e Rd3w Rc3x hd2n hg3s\n19w Db2n Db3n Db4n Db5w\n19b hd3n Re3w Rd3w Rc3x hd4s\n20w Da5n Da6s ra7s Cc1n\n20b hd3s Cc2n Cc3x hd2w db8w\n21w Da5e ra6s Rb6w Db5n\n21b	NULL
56	214	215	YunK	keita			JP	JP	1350	1636	172	181	h	h	Casual game	Over the Net	3/3/100/3/0	0	1040372402	1040377933	w	r	25	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ee7 md7 ha7 hh7 db7 dg7 cc7 cf7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Ha2n Ha3n Ha4n Ha5n\n2b db7s md7s ee7s hh7s\n3w Md2n Ee2n Hh2n Db2n\n3b hh6s hh5s rh8s rh7s\n4w Ee3n Ee4e Rh1n Ra1n\n4b ee6s ee5e rh6s rb8s\n5w Ra2n Md3n Re1n Re2n\n5b db6s rb7s rd8s dg7s\n6w Md4w Cc2e Cd2n Ra3n\n6b ef5w ee5w ed5s md6s\n7w rb6e Ha6e Rc1n Dg2n\n7b rc6e md5w mc5n ha7s\n8w Ef4n Ef5w Ee5w Ed5w\n8b re8s re7s\n9w Mc4w Mb4e db5s Db3w\n9b Mc4s ed4w Hb6s mc6w\n10w Ra4n Da3n Mc3w\n10b hh4w Dg3w hg4s rh5s\n11w Ec5e Hb5e rd6w Ed5n\n11b ec4e Hc5s Hc4s ed4w\n12w Df3n Re3n Cd3e Hc3e\n12b Ra5e ha6s ra8s ra7s\n13w re6e Ed6e Re4n Df4n\n13b rc6e Rb5e db4n rc8e\n14w rd6w Ee6w Re5n Re6n\n14b Re7s cf7w rf8s\n15w rh4w Hh3n\n15b ec4e ed4e Ce3s ee4s\n16w rg4n Hh4w Rh2n Rg1n\n16b db5s mb6s Rc5s mb5e\n17w Hg4w Ed6s Ed5s mc5e\n17b Da4s ha5s ra6s rd7s\n18w Rc4n Ed4w Rc5w Ec4n\n18b rc6w Hd3w ee3w rg5e\n19w Hf4e Hg4n dg6e Hg5n\n19b Re6s ce7s md5s md4w\n20w Hg6n rf7n Hg7w Hf7w\n20b rf8s dh6w rh5s rd8s\n21w Rg2e Cf2e rd7n He7w\n21b Cg2w hg3s Cf2n Cf3x hg2w\n22w Df5s Df4e cc7w Hd7w\n22b rd8s rf6s rf5s dg6s\n23w Dg4s Hc7s Rd1e Rf1e\n23b cb7e hf2e Dg3w Df3x hg2n\n24w rb6w Hc6w Hb6n Rb5n\n24b db4n cc7n cc8w rd7w\n25w Ec5n rc7e Hb7e Rb6n\n25b	NULL
57	231	232	qsasha	matjaz			SI	SI	1452	1412	166	151	h	h	Casual game	Over the Net	2/2/100/2/0	0	1040387682	1040390431	w	g	24	IGS	1	0	1w Ee2 Md2 Ce1 Cd1 Db1 Dg1 Hg2 Hb2 Ra1 Rc1 Rf1 Rh1 Ra2 Rc2 Rf2 Rh2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Hg2n Hg3n Hb2n Hb3n\n2b ee7s ee6s ee5e ef5e\n3w Ee2n Ee3n Ee4e Md2n\n3b eg5w Hg4n ef5w Hg5w\n4w Hf5e Hg5s Rh2n Rh3n\n4b md7s md6s md5w mc5w\n5w Db1n Db2n Ce1n Ce2n\n5b mb5e Hb4n mc5e Hb5e\n6w Md3n Md4w Hc5w Hb5s\n6b hh7s hh6w ha7s ha6e\n7w Dg1n Dg2n Ef4w Ee4w\n7b ee5s Ce3e ee4s ee3w\n8w md5e Ed4n me5e Ed5e\n8b ed3n Mc4n ed4w re8s\n9w Ee5w Mc5w Cd1n Cd2n\n9b re7s re6s ec4n rd8s\n10w Mb5w Rf2w re5n Ed5e\n10b ec5w eb5e Ma5e rd7s\n11w hb6e Mb5n Ra2n Ra3n\n11b ra8s ra7s ec5w hc6s\n12w Cf3w mf5s Ee5e Ce3n\n12b Mb6e Mc6x eb5n eb6s ra6s\n13w mf4s mf3x Ef5s Ef4n Ef5w\n13b hc5s eb5e ec5e db7s\n14w Ce4s Ee5s Ee4w\n14b ed5e ee5e ef5s re6s\n15w hc4s hc3x Ed4w Ec4e Ed4e\n15b ef4n Hg4w ef5n Hf4n\n16w re5n Ee4n Hf5e Hb4n\n16b ef6s ef5s Hg5w rh8s\n17w Hf5e Hb5e ra5e Ra4n\n17b rb8w ra8s ra7s cc8w\n18w rb5s Hc5w db6e Hb5n\n18b ef4w ee4w ed4n cb8s\n19w rb4e Db3n rc4s rc3x Db4e\n19b ed5w ec5w dc6s rd6s\n20w rd5s Ee5w dc5n Ed5w\n20b hg6w hf6s hf5s hf4w\n21w Dc4s rd4w Dc3w rc4s rc3x\n21b Ce3e he4s he3n he4e\n22w Re2n Hg5w Hf5w Rc2n\n22b hf4e hg4w Rh4w rh7s\n23w re6e He5n Rc3n Rc4e\n23b rh6s dg7s rh5s rh4s\n24w Rd4n Rd5n Rd6n Rd7n\n24b	NULL
58	231	214	qsasha	YunK			SI	JP	1522	1495	158	173	h	h	Casual game	Over the Net	3/3/100/3/0	0	1040391462	1040397733	w	r	33	IGS	1	0	1w Ee2 Md2 Cd1 Ce1 Dg1 Hg2 Db1 Hb2 Ra1 Rc1 Rf1 Rh1 Ra2 Rc2 Rf2 Rh2\n1b ee7 md7 ha7 hh7 db7 dg7 cc7 cf7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Ee2n Ee3n Md2n Md3n\n2b ha7s ha6s md7s ee7s\n3w Hb2n Hb3n Hg2n Hg3n\n3b hh7s hh6s dg7s db7s\n4w Ce1n Ce2n Cd1n Cd2n\n4b ra8s ra7s md6s ee6s\n5w Rh2n Rh3n Ra2n Ra3n\n5b rd8s rd7s rh8s rh7s\n6w Md4w Mc4n Mc5w Ee4w\n6b re8s re7s ee5s\n7w md5w Ed4n mc5s Ed5w\n7b rb8s ee4w Cd3w ed4s\n8w Db1n Db2n Ec5e Ed5e\n8b Rh4s hh5s rh6s\n9w Dg1n Dg2n Rf2n Rf3n\n9b mc4n ed3n ed4e\n10w Cc3e Ee5w Rc1e Rd1n\n10b ee4w ed4w rg8s\n11w Rf4w Re4n Rh1n Rf1n\n11b mc5n ec4e cc7e mc6n\n12w rd6w Ed5n re6e Ed6e\n12b ed4n cd7s Re5e ed5e\n13w cd6s Ee6w cd5s Ed6s\n13b rf6w Rf5n Rf6x ee5e rc6e\n14w cd4w Ed5s cc4s cc3x Hb4e\n14b ef5s ef4n Hg4w hh4w\n15w Ed4e Hf4s Ra1n\n15b ef5w ee5w ed5w rd6s\n16w Ee4n rd5s Ee5w Ed5n\n16b Hc4w ec5s rh5s dg6s\n17w Db3e Hb4s db6e Mb5n\n17b ec4n ha5e rb7w ra6s\n18w Dc3n Cd3w rd4s Hb3n\n18b Dc4e ec5s dc6s hg4w\n19w Ra2e Rb2n Ce3n Hf3w\n19b Ce4n hf4w he4e dg5w\n20w Ed6s re6e Ce5n Ed5e\n20b Dd4n ec4e mc7e md7s\n21w Ee5s hf4s hf3x Ee4e Ef4w\n21b rf6e Ce6e Cf6x md6e me6s\n22w Cc3n rd3w rc3x Ee4e me5s\n22b me4n Dd5n ed4n me5n\n23w Ef4w df5s df4s df3x Ee4e\n23b me6s Dd6e ed5n rc8s\n24w Ef4n me5s Ef5w Mb6n\n24b ed6s ed5s me4e mf4e\n25w Ee5s Ee4e Ef4w mg4w\n25b ed4s He3s ed3e rg6s\n26w De6n cf7s cf6x De7e\n26b dc5e Cc4n Cc5n Cc6x dd5w\n27w Df7w rg7w rf7s rf6x De7e\n27b rg5w mf4e rf5s\n28w rf4n Ee4e rf5n rf6x Ef4n\n28b He2s ee3s Rf2s ee2e\n29w Ef5s mg4n Ef4e Rf1e\n29b ef2e Dg3w Df3x eg2n dc5e\n30w mg5w Eg4n mf5n mf6x Eg5w\n30b dd5s dd4e\n31w Ef5s rc7s rc6x Mb7e Rg1n\n31b eg3n Rh3w rh4s ra7s\n32w He1n He2e Hf2n Rd2n\n32b hb5e ra5e ra6s hc5e\n33w Mc7e Md7s rb5n Hb4n\n33b	NULL
59	244	243	Kristijan	boris_toplak			SI	SI	1500	1500	200	200	h	h	Casual game	Over the Net	3/3/100/3/0	0	1040403236	1040405997	b	g	18	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ha7 dg7 cf8 md8 db8 hh8 cb7 eh7 rc7 rd7 re7 rf7 ra8 rc8 re8 rg8\n2w Ee2n Ee3n Md2n Md3n\n2b ha7s cb7s cb6s db8s\n3w Ee4n Re1n Re2n Re3n\n3b dg7s dg6s dg5s eh7s\n4w Db2n Db3n cb5e Db4n\n4b db7s hh8s eh6w hh7w\n5w cc5n Db5e Ee5n Ee6w\n5b eg6w ef6w ee6s hg7s\n6w Dc5s cc6s Ed6s rd7s\n6b rf7s rf6s ee5n Re4n\n7w Md4e Me4e rf5n Mf4n\n7b Re5s ee6s Mf5e ee5e\n8w Ed5e Ee5n rd6w Ee6w\n8b Mg5e ef5e rf6s re7s\n9w re6e Ed6e Rd1n Rd2n\n9b rf5s dg4s Mh5n eg5e\n10w Ee6w Re4n Re5n Re6n\n10b rf4w re4s re3s\n11w Hh2n dg3w df3x Hh3w Ed6n\n11b eh5w eg5s Hg3w eg4s\n12w Ed7s md8s Ed6e md7s\n12b cf8s rc8e ha6s ha5s\n13w Mh6n Mh7w hg6s Mg7s\n13b eg3n Hf3e eg4w rg8s\n14w Hg3w Rh1n Rh2n Rh3n\n14b ef4e Rh4s eg4e eh4n\n15w rg7e Mg6n cf7n rf6x Mg7w\n15b hg5w eh5w eg5n eg6w\n16w cf8e Mf7n Re7e Ee6n\n16b Rf7e ef6n hf5s hf4w\n17w Ee7w rc7w Ed7w\n17b he4s re2s he3s\n18w	NULL
60	1	182	omar	Josh			US	US	1579	1500	-1	-1	h	h	Casual game	Over the Net	0/0/0/0/0	1	1039471084	1040681103	w	g	18	IGS	0	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b df8 eg7 mb7 ha7 cd7 he7 ch7 dc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Hh2n Rh1n Ha2n Ra1n\n2b eg7s mb7s ha7s ch7w\n3w Ee2n Ee3n Md2n Md3n\n3b eg6w ef6w mb6e mc6e\n4w Dg2n Rf2n Db2n Rc2n\n4b rc7s ha6e rf7s cg7s\n5w Cf1n Cc1n Ha3n Hh3n\n5b hb6s hb5s rh8s rh7s\n6w Ee4n Ee5w Ed5e md6s rc6x\n6b he7e ee6w md5w mc5s\n7w Hh4n Hh5w Hg5e cg6s\n7b mc4n Rc3n Db3e hb4s\n8w Rc4w Dc3e cg5s Hh5w\n8b ed6s Md4w ed5s ed4e\n9w Ha4n Ha5n Rb4w Ra4n\n9b ee4w Mc4s ed4w mc5w\n10w Rf3n Dg3e cg4s Ee5n\n10b Ra5s mb5w Ra4s ma5s\n11w Ee6n Ee7s hf7w rf6x Rf4n\n11b rh6w df8s df7s he7e\n12w cg3w cf3x Dh3w Rh2n Rh3n\n12b cd7e hf7e ce7e hg7e\n13w Dg3n Dg4w rg6e Hg5n\n13b ec4n Mc3n hb3s ma4e\n14w Ee6n Ee7s cf7w df6x Hg6n\n14b ce7e re8s cf7n rh6s\n15w Hg7w rg8s Ee6s re7s\n15b rg7s hh7w ec5e mb4s\n16w re6w Ee5n Rf5n Df4n\n16b rg6s hg7s ed5e rd8e\n17w cf8e Hf7n Rf6n Rf7w\n17b dc8e dd8s hg6n hg7w\n18w re8w Hf8w He8e Re7n\n18b	NULL
61	52	87	Imran	Moi			US	ES	1442	1500	-1	-1	h	h	Casual game	Over the Net	0/0/0/0/0	1	1038264031	1040752035	w	g	22	IGS	0	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ce8 cd8 hb7 da7 hg7 dh7 rc7 rf7 ra8 rb8 rc8 rf8 rg8 rh8\n2w Ee2n Ee3n Ee4n Ee5n\n2b md7s ee7w md6s ed7s\n3w Ee6n rf7s rf6x Ee7e Ha2n\n3b ed6e hb7s md5w mc5s\n4w hg7s Ef7e hg6w Eg7s\n4b hf6s dh7w mc4w mb4s\n5w dg7w Eg6n df7s Eg7w\n5b Db2w mb3s Rc2n Rc3x mb2e\n6w Md2n Hh2n Dg2n Hh3n\n6b df6e dg6s ee6s ee5s\n7w Ef7e Eg7s Eg6n dg5n\n7b ee4s Md3w Mc3x ee3w rf8s\n8w Ha3e Da2e dg6w Eg7s\n8b Db2w mc2w Hb3e Hc3x mb2n\n9w Hh4n Hh5w Rh1n Rh2n\n9b ed3s ed2w ec2e Cc1n\n10w Rh3n Eg6n Rh4n Rh5n\n10b df6e Cc2n Cc3x ed2w rh8s\n11w dg6w Hg5n rg8w Eg7n\n11b hf5e hg5e hh5s Rh6s\n12w Hg6s Rh5n Rh6w Hg5w\n12b Rg6s df6e hh4n rc7e\n13w Eg8s dg6w Eg7s Eg6e\n13b df6e rd7s rd6s rd5s\n14w dg6w Eh6w Eg6n Rg5n\n14b df6w Rg6w rd4s rd3s\n15w Rd1w Re1w Da2e Cf1w\n15b ec2n Db2e ec3e Dc2n Dc3x\n16w rf7w Eg7w Rf6e Rg6n\n16b rf8e ce8e cd8e ed3e\n17w Hf5n Hf6e de6e df6x Rg1w\n17b ee3s ee2n Ce1n hh5n\n18w Ce2s Rf2w re7w Ef7w\n18b rc8e rb8e da7e ra8s\n19w Ee7e ce8s ce7s Ef7w\n19b rd8e rc8e db7e ra7s\n20w ce6e cf6x Ee7s Rg7w Hg6n\n20b re8s rd8e ra6s ra5s\n21w Hg7s rg8s Ee6e Rf1n\n21b mb3s mb2n Rb1n ra4s\n22w Hg6s rg7s Rf7e Ef6x Rg7n\n22b	NULL
