id	wplayerid	bplayerid	wusername	busername	wtitle	btitle	wcountry	bcountry	wrating	brating	wratingk	bratingk	wtype	btype	event	site	timecontrol	postal	startts	endts	result	termination	plycount	mode	rated	corrupt	movelist	events
22	129	1	clauchau	omar			FR	US	1548	1545	-1	-1	h	h	Casual game	Over the Net	3/3/100/3/0	0	1038734469	1038740486	b	g	26	IGS	0	0	1w Ee2 Md2 Hb2 Hg2 Dh1 Cf1 Cc1 Da1 Rb1 Rd1 Re1 Rg1 Ra2 Rc2 Rf2 Rh2\n1b ha7 ed7 me7 cf8 hg7 dh7 cc8 db8 rb7 rc7 rf7 ra8 rd8 re8 rg8 rh8\n2w Hb2n Md2n Ee2n Hg2n\n2b ed7s ed6s ed5s ha7s\n3w Rf2n Rf3n Ee3n Hg3n\n3b rb7s rc7s rc6s cc8s\n4w Re1n Re2n Ee4n Cf1n\n4b hg7s ha6s ha5s ra8s\n5w Hb3n Rb1n Rb2n Ee5n\n5b rc5w rb5w ed4w Md3n\n6w Rd1n Rd2n Rg1n Rg2n\n6b ha4s Rb3e ha3e db8s\n7w Md4n Ra2n Da1n Ra3n\n7b ec4e hb3s dh7s rh8s\n8w Rc3n Rc4n Md5n Re3n\n8b Rc2n hb2e ed4w Rd3n Rc3x\n9w Rd4n Rc5n Rd5w Hb4n\n9b ec4e Rc5s Rc4s Rc3x ed4w\n10w Hb5e Md6n Md7s cc7e\n10b db7e ra7e Hc5e ec4n\n11w Da2n Da3e Db3n Re4w\n11b hc2w Cc1n Cc2n Cc3x hb2e\n12w Ee6s Ee5s Ee4s Ee3w\n12b Hd5e ec5e Md6e Rc6x ed5n\n13w Db4n Ed3s hc2n hc3x Ed2w\n13b ed6w Me6w ec6s Md6w Mc6x\n14w He5w Hd5n Hd6s cd7s\n14b ec5s Db5e Dc5n Dc6x ec4n\n15w Ec2w Eb2n Eb3n Eb4n\n15b ec5s ec4w eb4e Ra4e\n16w Rb4w Eb5s Rd4e Cf2w\n16b me7s me6s rb6s rb7s\n17w rb5e Eb4n Eb5s Ce2n\n17b me5n Hd5e He5e me6s\n18w Eb4n Eb5s ra5e Ra4n\n18b dc7w db7w rc5e rd5s\n19w Ce3w Dh1w Dg1w Df1w\n19b Hf5n Hf6x me5e Rf4s mf5s\n20w Rf3w Re4n Re3n De1n\n20b mf4n Re4e rd4e ec4e\n21w Rg3w Rf3w De2w Dd2w\n21b ed4w Cd3n Cd4n ec4e\n22w rb5e Eb4n rc5n Eb5e\n22b rb6s rc6w rb5s rb4w\n23w Dc2w Db2n Db3n Ec5s\n23b Rf4s mf5s hg6s hg5w\n24w Re5n Ec4n Cd5e Re6n\n24b ed4s ed3n Re3w Rf3x re4s\n25w Re7w Ec5e cd6w Ed5n\n25b re3s re2s\n26w	NULL
24	129	1	clauchau	omar			FR	US	1548	1545	-1	-1	h	h	Casual game	Over the Net	3/3/100/3/0	0	1038803771	1038815267	b	g	43	IGS	0	0	1w Ee2 Md2 Da1 Hb2 Dh1 Hg2 Cf1 Cc1 Rb1 Rd1 Re1 Rg1 Ra2 Rc2 Rf2 Rh2\n1b ha7 hh7 dg7 me7 ed7 cc8 cf8 da8 rb7 rc7 rf7 rb8 rd8 re8 rg8 rh8\n2w Md2n Ee2n Ee3n Hg2n\n2b ed7s ed6s ha7s ha6s\n3w Re1n Re2n Hb2n Rf2n\n3b hh7s hh6s rb7s dg7s\n4w Rc2n Cc1n Cf1n Ra2n\n4b ed5s rc7e rd7s cc8s\n5w Hg3n Rg1n Rg2n Rd1n\n5b ha5s ha4e Ra3n da8s\n6w Hg4n Da1n Da2n Rg3n\n6b da7s da6s da5n Ra4n\n7w Ee4n Dh1w Dg1n Dg2n\n7b ed4n Ra5e da6s rh8s\n8w Rg4e Hg5w dg6s Ee5n\n8b dg5n Rb5e da5e rb6w\n9w Re3n Md3n Md4w Rc3e\n9b Rc5n Rc6x ed5w ec5e Mc4n\n10w rd6n Ee6w Hf5s Cc2n\n10b db5n Mc5w ed5w me7s\n11w Da3n Hb3w Da4n Cc3n\n11b dg6w me6s df6e me5e\n12w hb4s Mb5s Hf4e\n12b Cc4e ec5s re8s re7s\n13w Ed6s Ed5e mf5s Ee5e\n13b ec4n Mb4e ec5e Mc4n\n14w Da5e Mc5s Rf3w Mc4w\n14b ed5w ec5s Db5e ra6s\n15w mf4s mf3x Ef5s Cd4n Cd5n\n15b ec4e Rd3w Rc3x ed4s ra5s\n16w Re4n Cd6s re6w Ef4n\n16b rd6e db6e ed3n ed4w\n17w ra4n Ha3n Mb4n Re3n\n17b dc6e Dc5n Dc6x ec4n hb3s\n18w ra5n Ha4n Mb5s Mb4s\n18b ec5w eb5s Ha5e ra6s\n19w Re4w Rd4w Rd2n Cd5w\n19b dd6w dc6e Cc5n Cc6x rb8w\n20w Rd3w hb2e Mb3s Rc3e\n20b eb4s eb3n Mb2n hc2e\n21w Re5w Ef5w Rd5w Hb5n\n21b ra5s ra4s Mb3e eb4s\n22w Rb1w Ra1n Mc3s Mc2w\n22b Mb2s eb3s hd2w Rd3s\n23w Hb6s Hb5s Hb4s Rc5w\n23b Hb3e eb2n cc7w cb7s\n24w Mb1n Ee5w Ed5s Ed4s\n24b cb6n Rb5n Rb6e Rc6x cb7s\n25w Hg4n Rh2n Rh4w Rg4w\n25b hh5s hh4w Rf4s hg4w\n26w Rh3n Rh4n dg6w Hg5n\n26b hf4n hf5e hg5w Rh5w\n27w Rg5e Dg3n Dg4n Rf3w\n27b Dg5s hf5e rf7w df6n\n28w Re3n Re4e Dg4e Rh5n\n28b df7e re7e hg5s cb6s\n29w Rd2e Re2n Re3n Hg6s\n29b Rf4n hg4w Rf5n Rf6x hf4n\n30w Rc4e Hc3n Hc4n Rd4w\n30b ra8s ra7s ra6s cb5n\n31w Hc5e dd6w Hd5n Dh4w\n31b dc6s Rc4s dc5s rd7w\n32w Hg5n Hd6s re6w Re4n\n32b Mb2s eb3s hf5n hf6w\n33w Rc3w Hd5s dc4n Hd4w\n33b cb6s cb5s Rb3e eb2n\n34w Mb1n Ed3s Ed2n hc2e\n34b Mb2s eb3s ra5s ra3e\n35w hd2s Ed3s Ed2w Dg4w\n35b rb3w eb2n Ra2e ra3s\n36w Mb1w Df4n Cf2w\n36b hd1e he1e rd6s ra4s\n37w dc5w Hc4n Hc5s rd5w\n37b cb4w eb3n Hc4e eb4e\n38w Rc3w Ce2w Cd2n Ec2n\n38b Hd4e ec4e ca4e hf1w\n39w Ec3n Ec4s rc5s Ec3s\n39b Rb3e cb4s He4s ed4e\n40w Re5w Df5w Cd3n Rc3e\n40b He3e Hf3x ee4s Rd3s ee3w\n41w rc4n Cd4w Hg6s Hg5w\n41b cb3n Rb2n ra2e ra3s\n42w ra2n Ma1n\n42b takeback\n42w ra2n Ma1n Ec2s rb2e\n42b ed3w Rd2n rc2e ec3x rd2s\n43w	NULL
25	176	1	taral	omar			NO	US	1500	1545	200	106	h	h	Casual game	Over the Net	4/4/100/4/0	0	1038855034	1038865921	b	g	38	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ha7 hh7 db7 dg7 cf8 cc8 ed7 me7 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Ee2n Db2n Dg2n Md2n\n2b ed7s ed6s ha7s ha6s\n3w Ee3n Ee4n Ee5n Dg3n\n3b ed5s ed4e Md3n hh7s\n4w Hh2n Hh3w Ha2n Ha3n\n4b Md4n ee4w db7s dg7s\n5w Ee6w Cf2w Ce2n\n5b Md5e ed4n Me5n ed5e\n6w Ed6s Ed5w Cc2e Cd2n\n6b takeback\n6w Dg4n Dg5w Me6e Ed6e\n6b ee5s Df5w De5w ee4n\n7w Ha4e Hb4n Hb5e Cc2e\n7b takeback\n7w Mf6s Ee6w Dd5s Ed6e\n7b Mf5n ee5e me7w md7s\n8w rf7e Mf6n Mf7w Me7w\n8b db6e md6s dc6s ha5e\n9w rc7s Md7w Ee6w Ha4e\n9b rc6w ef5w ee5s cf8s\n10w Ed6w dc5s Ec6s Mc7w\n10b cc8s Ce3e ee4s ee3w\n11w dc4s Hb4e hb5s Ec5w\n11b md5n Dd4n Cc2w dc3s\n12w Ra1n Ra2n cc7e Mb7e\n12b Dd5e md6s md5s cd7s\n13w Ra3n Cb2w Ca2n Ra4n\n13b ra8s ra7s Hc4s md4w\n14w rb6e Eb5n Eb6s ra6e\n14b rb6w rc6w Db3s Hc3x hb4s\n15w Db2w Ca3n rb6e Eb5n\n15b hb3n hb4n rc6s mc4w\n16w takeback\n15b hb3n hb4n Ca4e rc6s\n16w Da2n Da3n Eb6n ra6e\n16b Cb4s mc4w Da4s mb4w\n17w rb6e Eb7s hb5s Eb6s\n17b rc6w cd6w rb6w cc6w\n18w Mc7w cb6e Mb7s De5w\n18b cc6n cc7w cb7w rb8s\n19w rc5n rc6x Dd5w rb7e Mb6n\n19b rd8w rc7e Cb3e Cc3x hb4s\n20w Eb5n Eb6s ra6e Ra5n\n20b ma4n ed3n ed4n ed5n\n21w ma5s Eb5w Mb7n ca7e\n21b cb7w ed6w ec6n rd7s\n22w Ea5e rb6e Eb5n Mb8s\n22b Mb7n ec7w hb3s Da3e\n23w Cf3w Ce3w Hg3n Hg4w\n23b dc2e re8w rc8s ma4n\n24w Rf1n Re1n Re2n Re3n\n24b Cd3e dd2n Db3e Dc3x hb2n\n25w Eb6s Eb5s Eb4e Ec4e\n25b rc6w rb6s rb5s rb4w\n26w Rb1w Rc1w Rb1n Ed4w\n26b ra4s ra3s ma5s ma4s\n27w Re4n Re5n Hf4n Rd1w\n27b takeback\n27w Ec4w Eb4e hb3n Rd1w\n27b dd3s dd2w Rc1e dc2s\n28w Ce3w Ec4s Ec3s Re4n\n28b hb4s hb3n Rb2n hb4n\n29w Ec2w dc1n Re5n Hf4n\n29b Dc5n Dc6x hb5e rd8s rd7e\n30w takeback\n29b Dc5n Dc6x hb5e hc5s rd8e\n30w Re6n Hf5w He5n Re7w\n30b re8w cf7w rg7w rg8w\n31w He6s ce7s ce6e He5n\n31b rf7w rf8w cf6n dg6w\n32w Rf2w Re2n Re3n Re4n\n32b hc4e Cd3e hd4s df6s\n33w Rg1w Rf1n Rb3n Rb4n\n33b rh8w rg8s rg7s rg6s\n34w Rd1e Re1n Ce3e Cf3e\n34b hh6s hh5s hh4s rg5s\n35w Rb5e Rh1w Rg1n Re5w\n35b Cg3w hh3w rg4e rh4s\n36w Rg2e Cf3w Rf2e Re2e\n36b hd3s dc2s hd2e dc1e\n37w rd6w He6w rc6w Hd6w\n37b Rg2s hg3s rd8w re8w\n38w Hc6e Hd6e Rd5n Rc5n\n38b hg2n Rh2w rh3s rh2s\n39w	NULL
26	173	1	Juha	omar			FI	US	1500	1578	-1	-1	h	h	Casual game	Over the Net	3/3/100/3/0	0	1038918138	1038921053	w	r	13	IGS	0	0	1w Ee2 Md2 Ha2 Db2 Cc1 Df1 Hg2 Ch2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Md2n Ee2n Re1n Rd1n\n2b ee7s ee6s md7s md6s\n3w Rc2n Rc3n Ha2n Ha3e\n3b md5w mc5w Rc4n ee5s\n4w Md3n Ee3w Md4n Md5n\n4b hh7s hh6s ha7s ha6s\n5w Md6n rc7s rc6x Md7w Ed3n\n5b ee4n ee5w ed5n dg7s\n6w Hg2n Rf2n Rf3n Re2e\n6b mb5n Rc5w rh8s rh7s\n7w Hb3n Hb4e Hc4n Db2e\n7b Rb5s mb6s re8s re7s\n8w Ed4n Ed5e re6n Ee5n\n8b Hc5s mb5e ha5e hh5s\n9w Hg3n Hg4n Rf4n Rf2w\n9b ed6w ec6e Mc7s Mc6x rh6s\n10w dg6e Hg5n Hg6s Rf5n\n10b rg8s mc5e Hc4n dh6n\n11w Hg5n re7w Ee6n Rf6w\n11b Re6s ed6e Hc5n Hc6x md5w\n12w rf7s Ee7e cf8w Ef7n\n12b rf6s ee6e ef6w Hg6w Hf6x\n13w Re2n Df1n Df2n Df3n\n13b	NULL
27	87	1	Moi	omar			ES	US	1500	1563	-1	-1	h	h	Casual game	Over the Net	0/0/0/0/0	1	1038304414	1039118584	b	g	12	IGS	0	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cc1 Cf1 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ha7 hh7 ce8 df8 eg7 cd8 dc8 mb7 rc7 rd7 re7 rf7 ra8 rb8 rg8 rh8\n2w Ee2n Ee3n Ee4n Md2n\n2b eg7s eg6s mb7s ha7s\n3w Ha2n Ha3n Ee5w Ed5w\n3b rd7s re7s ha6s eg5w\n4w Ec5w mb6n Eb5n Eb6s\n4b ef5w ee5s hh7s hh6s\n5w Rd1n Md3n Rd2n Md4n\n5b ee4w Md5e ed4n hh5s\n6w Eb5s Eb4e Ec4e Ed4e\n6b Me5e ed5e Mf5n Mf6x ee5e\n7w Ee4w Ed4n rd6w Ed5n\n7b hh4w hg4s mb7s ef5s\n8w Rf2w Ed6n rc7w Ed7w\n8b Dg2w hg3s Df2n Df3x hg2w\n9w rb7w Ec7w mb6w rc6x Eb7s\n9b cd8s cd7s re6s re5s\n10w Re2n Rg1n Rg2n Db2n\n10b hf2n hf3s Re3e re4s\n11w Db3n Db4e Dc4e Dd4n\n11b re3s re2w rd2s\n12w	NULL
28	1	113	omar	Spunk			US	US	1578	1668	101	155	h	h	Casual game	Over the Net	2/2/100/2/0	0	1039130906	1039132391	w	t	9	IGS	1	0	1w Md2 Ha2 Hh2 Db2 Cc1 Cf1 Ef2 De2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rg2\n1b ha7 hh7 db7 dg7 cf8 cc8 ed7 me7 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Rg2n Ef2n Ef3n Ha2n\n2b hh7s ha7s db7s dg7s\n3w Ef4n Md2n Ha3n Hh2n\n3b ed7s ed6s ed5s ha6s\n4w Ef5e Eg5e dg6s Ha4e\n4b ed4w Hb4n ec4w rg8s\n5w Md3n Md4n Md5n De2n\n5b eb4e ha5s ha4e hb4s\n6w De3w Md6n Cf1n Hh3n\n6b rg7s ec4n me7s me6s\n7w rc7s Md7w Mc7w Ra1n\n7b rc6e ec5n ec6n ra8s\n8w db6e Hb5n Hb6s Ra2n\n8b me5w md5w dc6w rd6s\n9w dg5s Eh5w Eg5w Ef5w\n9b	NULL
29	1	113	omar	Spunk			US	US	1644	1584	106	157	h	h	Casual game	Over the Net	2/2/100/2/0	0	1039133001	1039137434	b	t	23	IGS	1	0	1w Md2 Ha2 Hh2 Db2 Cc1 Cf1 Ef2 Dg1 Ra1 Rb1 Rd1 Re1 Rh1 Rc2 Re2 Rg2\n1b ha7 hh7 db7 dg7 cf8 cc8 ed7 me7 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Rg2n Ef2n Ef3n Ha2n\n2b hh7s ha7s db7s dg7s\n3w Ef4n Hh2n Hh3n Ha3n\n3b ed7s ed6s ed5s me7w\n4w Db2n Ef5e Eg5e dg6s\n4b ed4s md7e me7s ha6s\n5w dg5s Eh5w dg4w Hh4w\n5b ed3e me6w md6s rg8s\n6w Cf1n Eg5w Ef5w Ha4e\n6b rd8s rd7s md5w mc5w\n7w Rh1n Rh2n Rh3n Rh4n\n7b db6w mb5e Hb4n cc8e\n8w Ee5w mc5s Ed5w Md2n\n8b ha5s ha4e Db3s hb4s\n9w Hb5n Hb6e rd6e Hc6e\n9b hb3e hc3w Rc2n da6e\n10w Db2e Ec5w Eb5e db6s\n10b hb3n db5n hh6w hg6s\n11w Rc3w mc4s mc3x Ec5s Dg1n\n11b Md3s ee3w hg5w df4w\n12w Ec4n hb4e Rb3w Ra3n\n12b ed3w ec3e Dc2n Dc3x de4n\n13w Ec5w Ra4n Hd6n\n13b ed3e Md2n Md3w Mc3x ee3w\n14w Ra5n db6e Eb5n Ra6n\n14b hc4n cd8w re8w ed3n\n15w Eb6w dc6w rc7s Hd7w\n15b db6n ed4n ed5n cf8w\n16w db7s Hc7w db6s Ea6e\n16b ed6n ed7w hf5s re6w\n17w Hg4n Hg5n Rh5n Rg3n\n17b rd6s rc6e de5n ce8e\n18w Rh6n Hg6e rg7s Rh7w\n18b cf8e rf7s Rg7e cg8s\n19w rg6s Hh6w cg7w Hg6n\n19b cf7n cf8e rd8e re8e\n20w Hg7w Hf7e rf8s Dg2n\n20b de6n de7n de8e rd6e\n21w Rg4e\n21b hf4e Dg3w hg4s rg5s\n22w Df3n rg4n Df4e Rh4n\n22b hg3s Cf2n Cf3x hg2w rf6e\n23w rg6w Hg7s Rh7w Hg6e\n23b hf2e hg2n rd5e re5s\n24w	NULL
30	113	129	Spunk	clauchau			US	FR	1657	1548	149	191	h	h	Casual game	Over the Net	2/2/100/2/0	0	1039137737	1039140425	w	g	16	IGS	1	0	1w Md2 Ha2 Hh2 Db2 Dg2 Cf1 Cc1 Ee2 Ra1 Rb1 Rd1 Re1 Rg1 Rh1 Rc2 Rf2\n1b ee7 md7 ha7 hh7 db7 cf8 cc8 dg8 rc7 rf7 rg7 ra8 rb8 rd8 re8 rh8\n2w Ee2n Ee3n Ee4n Ee5n\n2b md7s ee7w rg7s hh7s\n3w md6s Ee6w md5s Ed6s\n3b ed7s ed6e ee6s ee5s\n4w md4s Ed5s md3w mc3x Ed4s\n4b ee4s ee3s Rf2n Rf3x ee2e\n5w Hh2n Hh3w Hg3n Hg4w\n5b re8s re7s rf7s hh6s\n6w Ed3e Md2n Md3n Md4n\n6b ef2w ee2w Rc2n Rc3x ed2w\n7w Rd1n Re1n Md5e Me5e\n7b Db2n ec2w Db3e Dc3x eb2n\n8w Mf5e Ee3w Cc1n Re2n\n8b eb3n eb4e ec4e ed4e\n9w hh5s Mg5e hh4s Mh5s\n9b Hf4n ee4e rg6s rf6e\n10w Dg2w Ha2e Hb2n Re3n\n10b Hf5n Hf6x ef4n ef5s rg5s\n11w Ed3e Re4n Re5w Hb3n\n11b ha7s ha6e hb6e hc6s\n12w Hb4e Hc4e Rd5n Rd6n\n12b rc7s rc6e db7e cf8s\n13w Hd4n rd6w Hd5n Ee3n\n13b cf7w rg4s dg8s dg7w\n14w Ee4n Ee5w Df2w Rb1n\n14b ef4w ee4s rg6s rg5s\n15w re6e Hd6e He6s ce7s\n15b De2e ee3s Df2n Df3x ee2e\n16w Ed5n Rd7e Ed6n Re7n\n16b	NULL
31	129	46	clauchau	naveed			FR	US	1496	1500	181	200	h	h	Casual game	Over the Net	3/3/100/3/0	0	1039141771	1039143796	w	t	6	IGS	1	0	1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cf2 Cf1 Ra1 Rb1 Rc1 Rd1 Re1 Rg1 Rh1 Rc2\n1b ha7 db7 dg7 cc7 cf7 ed7 he7 mh7 ra8 rb8 rc8 rd8 re8 rf8 rg8 rh8\n2w Ee2n Md2n Hh2n Ha2n\n2b ed7s ed6s ed5s ed4e\n3w Db2n Rc2n Dg2n Cf2n\n3b he7s he6s he5e ha7s\n4w Md3n Ee3w Md4w Cf1n\n4b mh7s mh6s ha6s re8s\n5w Mc4n Ed3n Rc3n Ed4n\n5b ee4n ee5n ee6w re7s\n6w Mc5w ha5s Mb5w Db3n\n6b	NULL
32	182	1	Josh	omar			US	US	1500	1578	-1	-1	h	h	Casual game	Over the Net	0/0/0/0/0	1	1038959680	1039254423	b	g	20	IGS	0	1	1w Ha2 Hh2 Dg2 Cf2 Me2 Dd1 Eb2 Cd2 Ra1 Rb1 Rc1 Re1 Rf1 Rg1 Rh1 Rc2\n1b ee7 md7 ha7 hh7 db7 dg7 cc8 cf8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Hh2n Dg2n Me2n Cd2n\n2b dg7s hh7s hh6s ee7s\n3w Me3n Me4e Mf4e Mg4e\n3b ha7s ha6s md7s md6s\n4w Mh4w hh5s Cf2n Cf3n\n4b dg6w df6s df5n Cf4n\n5w Cd3e Ce3n Ce4e Eb2n\n5b df6e Cf5n Cf6x ee6s ee5s\n6w Cf4s Hh3s Hh2w Hg2w\n6b rh8s rh7s rh6s hh4s\n7w Eb3e Ec3e Ed3e Ha2n\n7b rh5s dg6e dh6s ee4e\n8w Hf2e Hg2e Cf3s Ee3e\n8b Dg3s hh3w rh4s md5s\n9w rh3n Hh2n Re1n Re2n\n9b Mg4n ef4e md4e me4e\n10w mf4n Ef3n mf5n Ef4n\n10b mf6w eg4w rd8s rd7s\n11w rh4w Hh3n Mg5n rg4n\n11b rd6s rd5s ha5e hb5s\n12w Cf2w Ce2s Dd1n Mg6n\n12b hg3w hf3s Re3e Rf3x hf2w\n13w Dd2n rd4w Dd3n Ha3e\n13b ef4w ee4e Dd4e rc4e\n14w rf7s Mg7w Ef5w\n14b rg5s rg4s rf6e hb4e\n15w rd4n De4w rd5n Dd4n\n15b rg6s rg5s rg3w rf3w\n16w Hb3e Hc3e re3e Hd3e\n16b rf3s ef4s ef3n He3e Hf3x\n17w Dg2e rf2e me6e mf6x Ee5n\n17b rg4s rg3w rf3w re3w\n18w Dh2n rg2e Rc1e\n18b hc4s hc3n Rc2n Rc3x rd3w\n19w Rb1e Ra1e rd6w Dd5n\n19b rc3w rb3s rb2w ra2s\n20w	NULL
33	198	113	v_dhanasekar	Spunk			IN	US	1500	1706	200	142	h	h	Casual game	Over the Net	2/2/100/2/0	0	1039272664	1039273959	b	g	15	IGS	1	0	1w Md2 Ha2 Hh2 Db2 Dg2 Cc2 Cf2 Ee1 Ra1 Rb1 Rc1 Rd1 Rf1 Rg1 Rh1 Re2\n1b takeback\n1w Ee2 Md2 Ha2 Hh2 Db2 Dg2 Cf2 Cg1 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rh1 Rc2\n1b ha7 hh7 db7 dg7 ed7 me7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Md2n Md3w Mc3n Mc4n\n2b ed7s ed6s Mc5n Mc6x ed5w\n3w Ee2n Re1n Rf1w Cf2s\n3b ec5e ed5s ed4s ed3s\n4w Db2n Rc2w Rc1n Rd1w\n4b ha7s ha6s ha5e hb5s\n5w Db3e Dc3n\n5b hb4n Dc4w Rc2n Rc3x ed2w\n6w Ee3n Ee4w Ed4n Ed5e\n6b dg7s db7s hb5e Db4n\n7w Rb2n Rb3n Rb4w Ra4n\n7b hc5s Db5e Dc5n Dc6x hc4n\n8w Ha2e Ra1n Ra5n\n8b db6s Ra6e Rb6e Rc6x db5n\n9w Hb2n Ra2e Hb3n Hb4e\n9b ra8s ra7s ra6s ra5s\n10w Rb1w Re1w Hc4w Hb4n\n10b ec2e Rb2e ra4s ra3s\n11w Rc1w Dg2w Df2n Df3x Cf1w\n11b Rc2n Rc3x ed2w ec2e ra2e\n12w Rd1w Ce1w Hb5w Ra1n\n12b hc5w hb5s hb4w ha4s\n13w Rc1n Ha5e Hb5s Hb4s\n13b ha3n Ra2n ha4n Ra3n\n14w Cg1w Cf1n Cf2e Cg2n\n14b Rc2s ed2w rb2w ra2s\n15w	NULL
34	198	113	v_dhanasekar	Spunk			IN	US	1456	1706	190	135	h	h	Casual game	Over the Net	2/2/100/2/0	0	1039274142	1039274942	b	t	6	IGS	1	0	1w Ha2 Hh2 Db2 Cf2 Cd1 Ef1 Dg1 Mc1 Ra1 Rb1 Re1 Rh1 Rc2 Rd2 Re2 Rg2\n1b ee7 md7 ha7 hh7 db7 dg7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Rd2n Rd3e Re3n Re4w\n2b md7s md6s md5w Rd4n\n3w Db2n Db3n Db4e Rc2e\n3b Dc4s Dc3x mc5s mc4n ee7s\n4w Rd2w Rc2w Cd1n Re1w\n4b Rd5n mc5e Rd6w Rc6x ee6w\n5w Mc1n Rb2n Cd2n Mc2e\n5b md5s Cd3w md4s ed6s\n6w Ha2e Hb2e Cc3n Cc4e\n6b ed5n Cd4n ed6n Cd5n\n7w	NULL
35	2	1	asyed94	omar			US	US	1702	1579	-1	-1	h	h	Casual game	Over the Net	4/4/100/4/0	0	1039319930	1039324173	w	g	21	IGS	0	0	1w Ee2 Md2 Cc2 Df2 Hb2 Ca2 Dh2 Hg2 Ra1 Rb1 Rc1 Rd1 Re1 Rf1 Rg1 Rh1\n1b ha7 hh7 db7 dg7 me7 ed7 cf8 cc8 rc7 rf7 ra8 rb8 rd8 re8 rg8 rh8\n2w Hb2n Hg2n Ee2n Md2n\n2b ed7s ed6s ed5s ed4e\n3w Rd1n Re1n Rb1n Rg1n\n3b me7s me6s me5e mf5e\n4w Ca2n Ra1n Dh2n Rh1n\n4b mg5s mg4n Hg3n db7s\n5w Dh3n Hg4s Dh4s Hb3n\n5b ha7s ha6s ha5e mg5s\n6w Dh3n Rh2n Ca3n Ra2n\n6b Hg3w mg4s mg3n Rh3w\n7w Hb4s Rg3e Hf3e Md3n\n7b Md4n ee4w Md5n ed4n\n8w Cc2n Cc3n Cc4n Ee3n\n8b Cc5s hb5e Dh4n mg4e\n9w Ee4n Ee5n Hg3w Hf3w\n9b dg7s Cc4s hc5s ra8s\n10w Md6n Md7e rc7e Ee6w\n10b cc8s ed5e ee5n hh7w\n11w He3n He4e Hf4n Cc3s\n11b Dh5w mh4n rh8s rh7s\n12w Hf5s Ed6s Ed5e Ee5e\n12b Dg5s mh5w rh6s rh5s\n13w Ef5w mg5w mf5n Ee5e\n13b rd7s rd6s rd5s rd4s\n14w Dg4s rh4w Rh3n Dg3e\n14b dg6s rg4s rd3e\n15w Hf4e Hg4w dg5s Rh4n\n15b hc4e hd4s hd3n Rd2n\n16w Dh3n Rh5n Ef5e Eg5n\n16b hg7e Rd3w hd4s rf7e\n17w Df2n rg3e Df3e Rg2e\n17b hd3n re3w rd3s hd4s\n18w Rc1e Rf1w rg7w Eg6n\n18b rg8e hd3e he3w Re2n\n19w Hf4s Hf3s Hf2w Eg7s\n19b mf6s mf5s Re3n hd3e\n20w Eg6n rf7s Eg7w Me7w\n20b mf4s mf3s Dg3w Df3x ee6n rf6x\n21w Dh4n Rh6w Rg6n Rg7n\n21b	NULL
